DELIVERY_DATE,TYPE_OF_RESERVES,PRODUCT,ENERGY_PRICE_[EUR/MWh],OFFERED_CAPACITY_[MW],ALLOCATED_CAPACITY_[MW],COUNTRY
2024-09-01,aFRR,NEG_074,267.0,1,1,DE
2024-09-01,aFRR,NEG_074,270.0,1,1,DE
2024-09-01,aFRR,NEG_074,273.0,1,1,DE
2024-09-01,aFRR,NEG_074,275.0,5,5,DE
2024-09-01,aFRR,NEG_074,276.0,1,1,DE
2024-09-01,aFRR,NEG_074,276.11,1,1,DE
2024-09-01,aFRR,NEG_074,279.0,1,1,DE
2024-09-01,aFRR,NEG_074,282.0,1,1,DE
2024-09-01,aFRR,NEG_074,285.0,1,1,DE
2024-09-01,aFRR,NEG_074,288.0,1,1,DE
2024-09-01,aFRR,NEG_074,288.88,1,1,DE
2024-09-01,aFRR,NEG_074,291.0,1,1,DE
2024-09-01,aFRR,NEG_074,294.0,1,1,DE
2024-09-01,aFRR,NEG_074,297.0,1,1,DE
2024-09-01,aFRR,NEG_074,300.0,4,4,DE
2024-09-01,aFRR,NEG_074,300.0,75,75,DE
2024-09-01,aFRR,NEG_074,300.0,1,1,DE
2024-09-01,aFRR,NEG_074,300.0,1,1,DE
2024-09-01,aFRR,NEG_074,300.0,1,1,DE
2024-09-01,aFRR,NEG_074,300.0,1,1,DE
2024-09-01,aFRR,NEG_074,300.0,1,1,DE
2024-09-01,aFRR,NEG_074,300.0,1,1,DE
2024-09-01,aFRR,NEG_074,300.0,1,1,DE
2024-09-01,aFRR,NEG_074,300.0,1,1,DE
2024-09-01,aFRR,NEG_074,300.0,1,1,DE
2024-09-01,aFRR,NEG_074,300.0,1,1,DE
2024-09-01,aFRR,NEG_074,300.0,1,1,DE
2024-09-01,aFRR,NEG_074,300.0,1,1,DE
2024-09-01,aFRR,NEG_074,300.0,1,1,DE
2024-09-01,aFRR,NEG_074,300.0,1,1,DE
2024-09-01,aFRR,NEG_074,300.0,1,1,DE
2024-09-01,aFRR,NEG_074,300.0,1,1,DE
2024-09-01,aFRR,NEG_074,301.0,1,1,DE
2024-09-01,aFRR,NEG_074,301.66,1,1,DE
2024-09-01,aFRR,NEG_074,303.0,1,1,DE
2024-09-01,aFRR,NEG_074,306.0,1,1,DE
2024-09-01,aFRR,NEG_074,306.16,1,1,DE
2024-09-01,aFRR,NEG_074,309.0,1,1,DE
2024-09-01,aFRR,NEG_074,310.51,1,1,DE
2024-09-01,aFRR,NEG_074,311.33,1,1,DE
2024-09-01,aFRR,NEG_074,312.0,1,1,DE
2024-09-01,aFRR,NEG_074,314.44,1,1,DE
2024-09-01,aFRR,NEG_074,315.0,1,1,DE
2024-09-01,aFRR,NEG_074,316.5,1,1,DE
2024-09-01,aFRR,NEG_074,318.0,1,1,DE
2024-09-01,aFRR,NEG_074,321.0,1,1,DE
2024-09-01,aFRR,NEG_074,321.66,1,1,DE
2024-09-01,aFRR,NEG_074,323.12,1,1,DE
2024-09-01,aFRR,NEG_074,324.0,1,1,DE
2024-09-01,aFRR,NEG_074,326.83,1,1,DE
2024-09-01,aFRR,NEG_074,327.0,1,1,DE
2024-09-01,aFRR,NEG_074,327.22,1,1,DE
2024-09-01,aFRR,NEG_074,330.0,1,1,DE
2024-09-01,aFRR,NEG_074,330.79,1,1,DE
2024-09-01,aFRR,NEG_074,332.0,1,1,DE
2024-09-01,aFRR,NEG_074,333.0,1,1,DE
2024-09-01,aFRR,NEG_074,336.0,1,1,DE
2024-09-01,aFRR,NEG_074,337.16,1,1,DE
2024-09-01,aFRR,NEG_074,339.0,1,1,DE
2024-09-01,aFRR,NEG_074,340.0,1,1,DE
2024-09-01,aFRR,NEG_074,342.0,1,1,DE
2024-09-01,aFRR,NEG_074,342.33,1,1,DE
2024-09-01,aFRR,NEG_074,345.0,1,1,DE
2024-09-01,aFRR,NEG_074,345.0,4,4,DE
2024-09-01,aFRR,NEG_074,347.5,1,1,DE
2024-09-01,aFRR,NEG_074,348.0,1,1,DE
2024-09-01,aFRR,NEG_074,350.0,33,33,DE
2024-09-01,aFRR,NEG_074,351.0,1,1,DE
2024-09-01,aFRR,NEG_074,352.66,1,1,DE
2024-09-01,aFRR,NEG_074,352.77,1,1,DE
2024-09-01,aFRR,NEG_074,354.0,1,1,DE
2024-09-01,aFRR,NEG_074,357.0,1,1,DE
2024-09-01,aFRR,NEG_074,357.83,1,1,DE
2024-09-01,aFRR,NEG_074,360.0,1,1,DE
2024-09-01,aFRR,NEG_074,363.0,1,1,DE
2024-09-01,aFRR,NEG_074,363.0,1,1,DE
2024-09-01,aFRR,NEG_074,365.55,1,1,DE
2024-09-01,aFRR,NEG_074,366.0,1,1,DE
2024-09-01,aFRR,NEG_074,368.16,1,1,DE
2024-09-01,aFRR,NEG_074,369.0,1,1,DE
2024-09-01,aFRR,NEG_074,372.0,1,1,DE
2024-09-01,aFRR,NEG_074,373.33,1,1,DE
2024-09-01,aFRR,NEG_074,375.0,1,1,DE
2024-09-01,aFRR,NEG_074,378.0,1,1,DE
2024-09-01,aFRR,NEG_074,378.33,1,1,DE
2024-09-01,aFRR,NEG_074,378.5,1,1,DE
2024-09-01,aFRR,NEG_074,380.0,5,5,DE
2024-09-01,aFRR,NEG_074,381.0,1,1,DE
2024-09-01,aFRR,NEG_074,383.66,1,1,DE
2024-09-01,aFRR,NEG_074,384.0,1,1,DE
2024-09-01,aFRR,NEG_074,387.0,1,1,DE
2024-09-01,aFRR,NEG_074,388.83,1,1,DE
2024-09-01,aFRR,NEG_074,390.0,1,1,DE
2024-09-01,aFRR,NEG_074,391.11,1,1,DE
2024-09-01,aFRR,NEG_074,392.94,1,1,DE
2024-09-01,aFRR,NEG_074,393.0,1,1,DE
2024-09-01,aFRR,NEG_074,394.0,1,1,DE
2024-09-01,aFRR,NEG_074,396.0,1,1,DE
2024-09-01,aFRR,NEG_074,399.0,1,1,DE
2024-09-01,aFRR,NEG_074,399.16,1,1,DE
2024-09-01,aFRR,NEG_074,400.0,1,1,DE
2024-09-01,aFRR,NEG_074,400.0,1,1,DE
2024-09-01,aFRR,NEG_074,402.0,1,1,DE
2024-09-01,aFRR,NEG_074,403.88,1,1,DE
2024-09-01,aFRR,NEG_074,404.33,1,1,DE
2024-09-01,aFRR,NEG_074,405.0,1,1,DE
2024-09-01,aFRR,NEG_074,408.0,1,1,DE
2024-09-01,aFRR,NEG_074,411.0,1,1,DE
2024-09-01,aFRR,NEG_074,414.0,1,1,DE
2024-09-01,aFRR,NEG_074,416.66,1,1,DE
2024-09-01,aFRR,NEG_074,417.0,1,1,DE
2024-09-01,aFRR,NEG_074,420.0,1,1,DE
2024-09-01,aFRR,NEG_074,423.0,1,1,DE
2024-09-01,aFRR,NEG_074,426.0,1,1,DE
2024-09-01,aFRR,NEG_074,429.0,1,1,DE
2024-09-01,aFRR,NEG_074,429.44,1,1,DE
2024-09-01,aFRR,NEG_074,432.0,1,1,DE
2024-09-01,aFRR,NEG_074,435.0,1,1,DE
2024-09-01,aFRR,NEG_074,438.0,1,1,DE
2024-09-01,aFRR,NEG_074,439.31,1,1,DE
2024-09-01,aFRR,NEG_074,441.0,1,1,DE
2024-09-01,aFRR,NEG_074,442.22,1,1,DE
2024-09-01,aFRR,NEG_074,444.0,1,1,DE
2024-09-01,aFRR,NEG_074,450.0,1,1,DE
2024-09-01,aFRR,NEG_074,455.0,1,1,DE
2024-09-01,aFRR,NEG_074,481.88,1,1,DE
2024-09-01,aFRR,NEG_074,490.44,1,1,DE
2024-09-01,aFRR,NEG_074,500.0,1,1,DE
2024-09-01,aFRR,NEG_074,500.0,10,10,DE
2024-09-01,aFRR,NEG_074,500.0,1,1,DE
2024-09-01,aFRR,NEG_074,500.0,1,1,DE
2024-09-01,aFRR,NEG_074,500.0,1,1,DE
2024-09-01,aFRR,NEG_074,500.0,1,1,DE
2024-09-01,aFRR,NEG_074,500.0,1,1,DE
2024-09-01,aFRR,NEG_074,500.0,1,1,DE
2024-09-01,aFRR,NEG_074,500.0,1,1,DE
2024-09-01,aFRR,NEG_074,500.0,1,1,DE
2024-09-01,aFRR,NEG_074,500.0,1,1,DE
2024-09-01,aFRR,NEG_074,500.0,1,1,DE
2024-09-01,aFRR,NEG_074,500.0,1,1,DE
2024-09-01,aFRR,NEG_074,500.0,1,1,DE
2024-09-01,aFRR,NEG_074,500.0,1,1,DE
2024-09-01,aFRR,NEG_074,500.0,1,1,DE
2024-09-01,aFRR,NEG_074,500.0,2,2,DE
2024-09-01,aFRR,NEG_074,500.0,2,2,DE
2024-09-01,aFRR,NEG_074,510.0,1,1,DE
2024-09-01,aFRR,NEG_074,521.08,1,1,DE
2024-09-01,aFRR,NEG_074,524.0,5,5,DE
2024-09-01,aFRR,NEG_074,548.62,16,16,DE
2024-09-01,aFRR,NEG_074,666.0,1,1,DE
2024-09-01,aFRR,NEG_074,666.0,1,1,DE
2024-09-01,aFRR,NEG_074,666.0,1,1,DE
2024-09-01,aFRR,NEG_074,700.0,1,1,DE
2024-09-01,aFRR,NEG_074,711.38,1,1,DE
2024-09-01,aFRR,NEG_074,901.67,1,1,DE
2024-09-01,aFRR,NEG_074,990.0,1,1,DE
2024-09-01,aFRR,NEG_074,1000.0,1,1,DE
2024-09-01,aFRR,NEG_074,1000.0,17,17,DE
2024-09-01,aFRR,NEG_074,1000.0,5,5,DE
2024-09-01,aFRR,NEG_074,1000.0,5,5,DE
2024-09-01,aFRR,NEG_074,1025.0,5,5,DE
2024-09-01,aFRR,NEG_074,1091.96,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1210.0,1,1,DE
2024-09-01,aFRR,NEG_074,1250.0,1,1,DE
2024-09-01,aFRR,NEG_074,1282.25,1,1,DE
2024-09-01,aFRR,NEG_074,1300.0,2,2,DE
2024-09-01,aFRR,NEG_074,1430.0,8,8,DE
2024-09-01,aFRR,NEG_074,1472.54,1,1,DE
2024-09-01,aFRR,NEG_074,1497.38,1,1,DE
2024-09-01,aFRR,NEG_074,1498.0,1,1,DE
2024-09-01,aFRR,NEG_074,1498.0,1,1,DE
2024-09-01,aFRR,NEG_074,1498.0,1,1,DE
2024-09-01,aFRR,NEG_074,1600.0,6,6,DE
2024-09-01,aFRR,NEG_074,1600.0,7,7,DE
2024-09-01,aFRR,NEG_074,1600.0,5,5,DE
2024-09-01,aFRR,NEG_074,1662.83,1,1,DE
2024-09-01,aFRR,NEG_074,1700.0,4,4,DE
2024-09-01,aFRR,NEG_074,1853.12,1,1,DE
2024-09-01,aFRR,NEG_074,2000.0,5,5,DE
2024-09-01,aFRR,NEG_074,2000.0,5,5,DE
2024-09-01,aFRR,NEG_074,2000.0,1,1,DE
2024-09-01,aFRR,NEG_074,2000.0,3,3,DE
2024-09-01,aFRR,NEG_074,2043.0,5,5,DE
2024-09-01,aFRR,NEG_074,2043.42,1,1,DE
2024-09-01,aFRR,NEG_074,2163.0,1,1,DE
2024-09-01,aFRR,NEG_074,2213.25,5,5,DE
2024-09-01,aFRR,NEG_074,2222.0,5,5,DE
2024-09-01,aFRR,NEG_074,2233.71,1,1,DE
2024-09-01,aFRR,NEG_074,2375.0,1,1,DE
2024-09-01,aFRR,NEG_074,2383.5,5,5,DE
2024-09-01,aFRR,NEG_074,2424.0,1,1,DE
2024-09-01,aFRR,NEG_074,2553.75,5,5,DE
2024-09-01,aFRR,NEG_074,2614.29,1,1,DE
2024-09-01,aFRR,NEG_074,2724.0,5,5,DE
2024-09-01,aFRR,NEG_074,2804.58,1,1,DE
2024-09-01,aFRR,NEG_074,2894.25,5,5,DE
2024-09-01,aFRR,NEG_074,3064.5,3,3,DE
2024-09-01,aFRR,NEG_074,3142.0,1,1,DE
2024-09-01,aFRR,NEG_074,3164.0,1,1,DE
2024-09-01,aFRR,NEG_074,3333.0,5,5,DE
2024-09-01,aFRR,NEG_074,4166.0,1,1,DE
2024-09-01,aFRR,NEG_074,4250.0,1,1,DE
2024-09-01,aFRR,NEG_074,4444.0,5,5,DE
2024-09-01,aFRR,NEG_074,4500.0,2,2,DE
2024-09-01,aFRR,NEG_074,4979.0,3,3,DE
2024-09-01,aFRR,NEG_074,4990.0,5,5,DE
2024-09-01,aFRR,NEG_074,5000.0,1,1,DE
2024-09-01,aFRR,NEG_074,5112.0,1,1,DE
2024-09-01,aFRR,NEG_074,5150.0,1,1,DE
2024-09-01,aFRR,NEG_074,5167.0,1,1,DE
2024-09-01,aFRR,NEG_074,5219.0,1,1,DE
2024-09-01,aFRR,NEG_074,5325.0,1,1,DE
2024-09-01,aFRR,NEG_074,5500.0,1,1,DE
2024-09-01,aFRR,NEG_074,5675.0,1,1,DE
2024-09-01,aFRR,NEG_074,5725.0,1,1,DE
2024-09-01,aFRR,NEG_074,5850.0,1,1,DE
2024-09-01,aFRR,NEG_074,6025.0,1,1,DE
2024-09-01,aFRR,NEG_074,6125.0,1,1,DE
2024-09-01,aFRR,NEG_074,6168.0,1,1,DE
2024-09-01,aFRR,NEG_074,6200.0,1,1,DE
2024-09-01,aFRR,NEG_074,6285.0,1,1,DE
2024-09-01,aFRR,NEG_074,6350.0,1,1,DE
2024-09-01,aFRR,NEG_074,6375.0,1,1,DE
2024-09-01,aFRR,NEG_074,6500.0,1,1,DE
2024-09-01,aFRR,NEG_074,6550.0,1,1,DE
2024-09-01,aFRR,NEG_074,6725.0,1,1,DE
2024-09-01,aFRR,NEG_074,6817.0,3,3,DE
2024-09-01,aFRR,NEG_074,6900.0,1,1,DE
2024-09-01,aFRR,NEG_074,7075.0,1,1,DE
2024-09-01,aFRR,NEG_074,7081.0,1,1,DE
2024-09-01,aFRR,NEG_074,7170.0,1,1,DE
2024-09-01,aFRR,NEG_074,7250.0,1,1,DE
2024-09-01,aFRR,NEG_074,7351.0,1,1,DE
2024-09-01,aFRR,NEG_074,7425.0,1,1,DE
2024-09-01,aFRR,NEG_074,7600.0,1,1,DE
2024-09-01,aFRR,NEG_074,7775.0,1,1,DE
2024-09-01,aFRR,NEG_074,7950.0,1,1,DE
2024-09-01,aFRR,NEG_074,8000.0,1,1,DE
2024-09-01,aFRR,NEG_074,8125.0,1,1,DE
2024-09-01,aFRR,NEG_074,8171.0,1,1,DE
2024-09-01,aFRR,NEG_074,8300.0,1,1,DE
2024-09-01,aFRR,NEG_074,8417.0,1,1,DE
2024-09-01,aFRR,NEG_074,8438.0,3,3,DE
2024-09-01,aFRR,NEG_074,8475.0,1,1,DE
2024-09-01,aFRR,NEG_074,8479.0,4,4,DE
2024-09-01,aFRR,NEG_074,8650.0,1,1,DE
2024-09-01,aFRR,NEG_074,8825.0,1,1,DE
2024-09-01,aFRR,NEG_074,9000.0,1,1,DE
2024-09-01,aFRR,NEG_074,9051.0,1,1,DE
2024-09-01,aFRR,NEG_074,9172.0,1,1,DE
2024-09-01,aFRR,NEG_074,9175.0,1,1,DE
2024-09-01,aFRR,NEG_074,9350.0,1,1,DE
2024-09-01,aFRR,NEG_074,9483.0,1,1,DE
2024-09-01,aFRR,NEG_074,9525.0,1,1,DE
2024-09-01,aFRR,NEG_074,9700.0,1,1,DE
2024-09-01,aFRR,NEG_074,9875.0,1,1,DE
2024-09-01,aFRR,NEG_074,9999.0,3,3,DE
2024-09-01,aFRR,NEG_074,10050.0,1,1,DE
2024-09-01,aFRR,NEG_074,10059.0,3,3,DE
2024-09-01,aFRR,NEG_074,10174.0,1,1,DE
2024-09-01,aFRR,NEG_074,10225.0,1,1,DE
2024-09-01,aFRR,NEG_074,10548.0,1,1,DE
2024-09-01,aFRR,NEG_074,11000.0,1,1,DE
2024-09-01,aFRR,NEG_074,11021.0,1,1,DE
2024-09-01,aFRR,NEG_074,11175.0,1,1,DE
2024-09-01,aFRR,NEG_074,11614.0,1,1,DE
2024-09-01,aFRR,NEG_074,11680.0,3,3,DE
2024-09-01,aFRR,NEG_074,12000.0,1,1,DE
2024-09-01,aFRR,NEG_074,12176.0,1,1,DE
2024-09-01,aFRR,NEG_074,12680.0,1,1,DE
2024-09-01,aFRR,NEG_074,12990.0,1,1,DE
2024-09-01,aFRR,NEG_074,13178.0,1,1,DE
2024-09-01,aFRR,NEG_074,13301.0,3,3,DE
2024-09-01,aFRR,NEG_074,13746.0,1,1,DE
2024-09-01,aFRR,NEG_074,14179.0,1,1,DE
2024-09-01,aFRR,NEG_074,14812.0,1,1,DE
2024-09-01,aFRR,NEG_074,14900.0,58,58,DE
2024-09-01,aFRR,NEG_074,14922.0,1,1,DE
2024-09-01,aFRR,NEG_074,14960.0,1,1,DE
2024-09-01,aFRR,NEG_074,14998.0,20,20,DE
2024-09-01,aFRR,NEG_074,14999.0,3,3,DE
2024-09-01,aFRR,NEG_074,14999.02,5,5,DE
2024-09-01,aFRR,NEG_074,14999.03,5,5,DE
2024-09-01,aFRR,NEG_074,15000.0,2,2,DE
2024-09-01,aFRR,NEG_074,15000.0,4,4,DE
2024-09-01,aFRR,NEG_074,15000.0,1,1,DE
2024-09-01,aFRR,NEG_074,15000.0,1,1,DE
2024-09-01,aFRR,NEG_074,15000.0,1,1,DE
2024-09-01,aFRR,NEG_074,15000.0,1,1,DE
2024-09-01,aFRR,NEG_074,15000.0,1,1,DE
2024-09-01,aFRR,NEG_074,15000.0,1,1,DE
2024-09-01,aFRR,NEG_074,15000.0,1,1,DE
2024-09-01,aFRR,NEG_074,15000.0,1,1,DE
2024-09-01,aFRR,NEG_074,15000.0,1,1,DE
2024-09-01,aFRR,NEG_074,15000.0,2,2,DE
2024-09-01,aFRR,NEG_075,-51.0,5,5,DE
2024-09-01,aFRR,NEG_075,-51.0,5,5,DE
2024-09-01,aFRR,NEG_075,-51.0,5,5,DE
2024-09-01,aFRR,NEG_075,-51.0,5,5,DE
2024-09-01,aFRR,NEG_075,-51.0,5,5,DE
2024-09-01,aFRR,NEG_075,-50.34,1,1,DE
2024-09-01,aFRR,NEG_075,-50.02,5,5,DE
2024-09-01,aFRR,NEG_075,-48.48,5,5,DE
2024-09-01,aFRR,NEG_075,-46.94,5,5,DE
2024-09-01,aFRR,NEG_075,-45.4,5,5,DE
2024-09-01,aFRR,NEG_075,-43.65,2,2,DE
2024-09-01,aFRR,NEG_075,-40.4,5,5,DE
2024-09-01,aFRR,NEG_075,-30.9,5,5,DE
2024-09-01,aFRR,NEG_075,-21.4,5,5,DE
2024-09-01,aFRR,NEG_075,0.01,1,1,DE
2024-09-01,aFRR,NEG_075,50.0,5,5,DE
2024-09-01,aFRR,NEG_075,61.46,5,5,DE
2024-09-01,aFRR,NEG_075,61.46,5,5,DE
2024-09-01,aFRR,NEG_075,61.57,1,1,DE
2024-09-01,aFRR,NEG_075,61.57,1,1,DE
2024-09-01,aFRR,NEG_075,61.57,1,1,DE
2024-09-01,aFRR,NEG_075,61.57,1,1,DE
2024-09-01,aFRR,NEG_075,61.57,1,1,DE
2024-09-01,aFRR,NEG_075,61.57,1,1,DE
2024-09-01,aFRR,NEG_075,61.57,1,1,DE
2024-09-01,aFRR,NEG_075,61.57,1,1,DE
2024-09-01,aFRR,NEG_075,61.57,1,1,DE
2024-09-01,aFRR,NEG_075,61.57,1,1,DE
2024-09-01,aFRR,NEG_075,69.0,3,3,DE
2024-09-01,aFRR,NEG_075,71.59,5,5,DE
2024-09-01,aFRR,NEG_075,74.29,5,5,DE
2024-09-01,aFRR,NEG_075,74.3,5,5,DE
2024-09-01,aFRR,NEG_075,74.31,5,5,DE
2024-09-01,aFRR,NEG_075,74.32,5,5,DE
2024-09-01,aFRR,NEG_075,74.33,5,5,DE
2024-09-01,aFRR,NEG_075,74.33,5,5,DE
2024-09-01,aFRR,NEG_075,74.35,5,5,DE
2024-09-01,aFRR,NEG_075,74.36,5,5,DE
2024-09-01,aFRR,NEG_075,74.38,5,5,DE
2024-09-01,aFRR,NEG_075,74.39,5,5,DE
2024-09-01,aFRR,NEG_075,74.4,5,5,DE
2024-09-01,aFRR,NEG_075,74.41,5,5,DE
2024-09-01,aFRR,NEG_075,74.42,5,5,DE
2024-09-01,aFRR,NEG_075,74.43,5,5,DE
2024-09-01,aFRR,NEG_075,74.44,5,5,DE
2024-09-01,aFRR,NEG_075,74.45,5,5,DE
2024-09-01,aFRR,NEG_075,74.46,5,5,DE
2024-09-01,aFRR,NEG_075,74.47,5,5,DE
2024-09-01,aFRR,NEG_075,74.47,5,5,DE
2024-09-01,aFRR,NEG_075,74.49,5,5,DE
2024-09-01,aFRR,NEG_075,74.5,5,5,DE
2024-09-01,aFRR,NEG_075,74.5,5,5,DE
2024-09-01,aFRR,NEG_075,74.52,5,5,DE
2024-09-01,aFRR,NEG_075,74.53,5,5,DE
2024-09-01,aFRR,NEG_075,74.55,5,5,DE
2024-09-01,aFRR,NEG_075,74.56,5,5,DE
2024-09-01,aFRR,NEG_075,74.57,5,5,DE
2024-09-01,aFRR,NEG_075,74.58,5,5,DE
2024-09-01,aFRR,NEG_075,74.58,5,5,DE
2024-09-01,aFRR,NEG_075,74.6,5,5,DE
2024-09-01,aFRR,NEG_075,74.61,5,5,DE
2024-09-01,aFRR,NEG_075,74.61,5,5,DE
2024-09-01,aFRR,NEG_075,74.63,5,5,DE
2024-09-01,aFRR,NEG_075,74.64,5,5,DE
2024-09-01,aFRR,NEG_075,74.65,5,5,DE
2024-09-01,aFRR,NEG_075,74.66,5,5,DE
2024-09-01,aFRR,NEG_075,74.67,5,5,DE
2024-09-01,aFRR,NEG_075,74.68,5,5,DE
2024-09-01,aFRR,NEG_075,74.69,5,5,DE
2024-09-01,aFRR,NEG_075,74.7,5,5,DE
2024-09-01,aFRR,NEG_075,74.72,5,5,DE
2024-09-01,aFRR,NEG_075,74.72,5,5,DE
2024-09-01,aFRR,NEG_075,74.74,5,5,DE
2024-09-01,aFRR,NEG_075,74.75,5,5,DE
2024-09-01,aFRR,NEG_075,74.75,5,5,DE
2024-09-01,aFRR,NEG_075,74.77,5,5,DE
2024-09-01,aFRR,NEG_075,74.78,5,5,DE
2024-09-01,aFRR,NEG_075,74.79,5,5,DE
2024-09-01,aFRR,NEG_075,74.8,5,5,DE
2024-09-01,aFRR,NEG_075,74.81,5,5,DE
2024-09-01,aFRR,NEG_075,74.82,5,5,DE
2024-09-01,aFRR,NEG_075,74.83,5,5,DE
2024-09-01,aFRR,NEG_075,74.83,5,5,DE
2024-09-01,aFRR,NEG_075,74.85,5,5,DE
2024-09-01,aFRR,NEG_075,74.86,5,5,DE
2024-09-01,aFRR,NEG_075,74.88,5,5,DE
2024-09-01,aFRR,NEG_075,74.89,5,5,DE
2024-09-01,aFRR,NEG_075,74.9,5,5,DE
2024-09-01,aFRR,NEG_075,74.91,5,5,DE
2024-09-01,aFRR,NEG_075,74.92,5,5,DE
2024-09-01,aFRR,NEG_075,74.93,5,5,DE
2024-09-01,aFRR,NEG_075,74.94,5,5,DE
2024-09-01,aFRR,NEG_075,74.95,5,5,DE
2024-09-01,aFRR,NEG_075,74.96,5,5,DE
2024-09-01,aFRR,NEG_075,74.97,5,5,DE
2024-09-01,aFRR,NEG_075,74.97,5,5,DE
2024-09-01,aFRR,NEG_075,74.99,5,5,DE
2024-09-01,aFRR,NEG_075,75.0,5,5,DE
2024-09-01,aFRR,NEG_075,75.0,5,5,DE
2024-09-01,aFRR,NEG_075,75.02,5,5,DE
2024-09-01,aFRR,NEG_075,75.03,5,5,DE
2024-09-01,aFRR,NEG_075,75.05,5,5,DE
2024-09-01,aFRR,NEG_075,75.06,5,5,DE
2024-09-01,aFRR,NEG_075,75.07,5,5,DE
2024-09-01,aFRR,NEG_075,75.08,5,5,DE
2024-09-01,aFRR,NEG_075,75.08,5,5,DE
2024-09-01,aFRR,NEG_075,75.1,5,5,DE
2024-09-01,aFRR,NEG_075,75.11,5,5,DE
2024-09-01,aFRR,NEG_075,75.11,5,5,DE
2024-09-01,aFRR,NEG_075,75.13,5,5,DE
2024-09-01,aFRR,NEG_075,75.14,5,5,DE
2024-09-01,aFRR,NEG_075,75.15,5,5,DE
2024-09-01,aFRR,NEG_075,75.16,5,5,DE
2024-09-01,aFRR,NEG_075,75.17,5,5,DE
2024-09-01,aFRR,NEG_075,75.18,5,5,DE
2024-09-01,aFRR,NEG_075,75.19,5,5,DE
2024-09-01,aFRR,NEG_075,75.2,5,5,DE
2024-09-01,aFRR,NEG_075,75.22,5,5,DE
2024-09-01,aFRR,NEG_075,75.22,5,5,DE
2024-09-01,aFRR,NEG_075,75.24,5,5,DE
2024-09-01,aFRR,NEG_075,75.25,5,5,DE
2024-09-01,aFRR,NEG_075,75.25,5,5,DE
2024-09-01,aFRR,NEG_075,75.27,5,5,DE
2024-09-01,aFRR,NEG_075,75.28,5,5,DE
2024-09-01,aFRR,NEG_075,75.29,5,5,DE
2024-09-01,aFRR,NEG_075,75.34,1,1,DE
2024-09-01,aFRR,NEG_075,75.64,5,5,DE
2024-09-01,aFRR,NEG_075,75.65,5,5,DE
2024-09-01,aFRR,NEG_075,75.66,5,5,DE
2024-09-01,aFRR,NEG_075,75.67,5,5,DE
2024-09-01,aFRR,NEG_075,75.68,5,5,DE
2024-09-01,aFRR,NEG_075,75.69,5,5,DE
2024-09-01,aFRR,NEG_075,75.7,5,5,DE
2024-09-01,aFRR,NEG_075,75.71,5,5,DE
2024-09-01,aFRR,NEG_075,75.73,5,5,DE
2024-09-01,aFRR,NEG_075,75.74,5,5,DE
2024-09-01,aFRR,NEG_075,75.75,5,5,DE
2024-09-01,aFRR,NEG_075,75.76,5,5,DE
2024-09-01,aFRR,NEG_075,75.77,5,5,DE
2024-09-01,aFRR,NEG_075,75.78,5,5,DE
2024-09-01,aFRR,NEG_075,75.79,5,5,DE
2024-09-01,aFRR,NEG_075,75.8,5,5,DE
2024-09-01,aFRR,NEG_075,75.81,5,5,DE
2024-09-01,aFRR,NEG_075,75.82,5,5,DE
2024-09-01,aFRR,NEG_075,75.83,5,5,DE
2024-09-01,aFRR,NEG_075,75.84,5,5,DE
2024-09-01,aFRR,NEG_075,75.85,5,5,DE
2024-09-01,aFRR,NEG_075,75.86,5,5,DE
2024-09-01,aFRR,NEG_075,75.87,5,5,DE
2024-09-01,aFRR,NEG_075,75.88,5,5,DE
2024-09-01,aFRR,NEG_075,75.9,5,5,DE
2024-09-01,aFRR,NEG_075,75.91,5,5,DE
2024-09-01,aFRR,NEG_075,75.92,5,5,DE
2024-09-01,aFRR,NEG_075,75.93,5,5,DE
2024-09-01,aFRR,NEG_075,75.94,5,5,DE
2024-09-01,aFRR,NEG_075,75.95,5,5,DE
2024-09-01,aFRR,NEG_075,75.96,5,5,DE
2024-09-01,aFRR,NEG_075,75.97,5,5,DE
2024-09-01,aFRR,NEG_075,75.97,5,5,DE
